ssn,first_name,middle_name,last_name,gender,current_age,street_address,email,marital_status,current_timestamp,street_address_med,state_med,weight,bmi,blood_pressure,cholesterol_level,smoking_status,clinical_notes,deceased_status
e172855459,stephanie,whishant,paul,f,32, 89  pareena  crescent ,stephanie.paul@hotmail.com,not-married,2018-7-31t14:49+00:00, 89    pareena    crescent ,qld,118,50,74,146,,left-hip-pain,0
a115778682,jeff,eugene,bjelica,m,33, 9  montpellier  crescent ,bjelica.jeff@gmail.com,not-married,2018-7-31t17:41+00:00, 9    montpellier    crescent ,vic,132,34,69,151,,peripheral-neuropathy,0
f135100431,frank,herman,curry,m,41, 1  gibson  court ,frank.curry@gmail.com,not-married,2018-7-31t23:08+00:00, 1    gibson    court ,qld,76,23,68,152,0,constipation,0
h177073640,charles,edwin,elkerson,m,23, 46  tenth  avenue ,elkerson.charles@aol.com,not-married,2018-7-31t09:28+00:00, 46    tenth    avenue ,wa,146,51,73,130,0,fall,0
d184194705,willie,nicola,simpson,f,32, alice  creek  road ,willie.simpson@mail.com,married-de-facto,2018-7-31t19:55+00:00, alice    creek    road ,qld,52,20,69,149,,abdominal-discomfort,0
h163803315,larry,c,weidman,m,26, 26  gayundah  esplanade ,snfacbkgoe@aol.com,married,2018-7-31t02:33+00:00, 26    gayundah    esplanade ,qld,130,46,75,225,0,pain-tooth-extraction,0
i198945210,franklin,ryan,williams,m,30, 969  healesville  road ,franklin.williams@yahoo.com,married-de-facto,2018-7-31t17:25+00:00, 969    healesville    road ,vic,142,40,82,163,0,right-leg-pain,0
e165452450,sylvia,ashburn,meares,f,53, 104  hall  drive ,meares.sylvia@mail.com.au,not-married,2018-7-31t01:56+00:00, 104    hall    drive ,nsw,143,45,85,173,,lower-back-pain-following-lumbar-puncture,0
a161130690,linda,duncan,walker,f,32, 4  shearers  court ,linda29@aol.com,married,2018-7-31t04:38+00:00, 4    shearers    court ,vic,134,46,76,125,,arthritis,0
e188628507,dezella,grimsley,sipe,f,28, 9  barnaby  terrace ,sipe22@hotmail.com,married-de-facto,2018-7-31t20:46+00:00, 9    barnaby    terrace ,qld,92,40,74,178,,right-lower-lobe-pneumonia,0
a105720388,adam,donald,byerly,m,38, 19  outlook  drive ,kcnnrjrprk@hotmail.com,not-married,2018-7-31t14:44+00:00, 19    outlook    drive ,vic,59,15,77,136,0,constipation,0
g126746337,david,lawrence,greiner,m,36, 6  caterpillar  court ,greiner.david@mail.com,married-de-facto,2018-7-31t23:24+00:00, 6    caterpillar    court ,nt,93,26,75,143,1,left-3rd-rib-fracture-due-to-mva-on-10/29/2008,0
i137761534,david,wayne,shelton,m,44, 5  grosvenor  drive ,trqgbrnmpi@gmail.com,married,2018-7-31t18:59+00:00, 5    grosvenor    drive ,qld,138,43,71,118,,vomiting,0
g136419263,sharon,lorraine,kinsland,f,58, 299  ogilvie  avenue ,kinsland.sharon@yahoo.com,widowed,2018-7-31t13:49+00:00, 299    ogilvie    avenue ,vic,73,32,78,231,,epidermal-inclusion-cyst,0
b186831246,victoria,brisson,ridley,f,49, 65  seagull  avenue ,victoria.ridley@mail.com,divorced,2018-7-31t24:01+00:00, 65    seagull    avenue ,qld,51,18,75,89,,dermatitis-b/l-hands,0
i140486924,susan,adkins,cook,f,38, 2  windsor  court ,cook91@yahoo.com,married,2018-7-31t23:11+00:00, 2    windsor    court ,vic,136,47,73,161,,reactive-depression--death-of-spouse,0
g160363605,kimberly,lynne,jackson,f,38, 18  rose  street ,kimberly38@mail.com.au,married-de-facto,2018-7-31t05:05+00:00, 18    rose    street ,qld,120,51,75,156,,episodic-sweating-at-rest,0
f106017399,john,travonte,braxton,m,29, 30  gannan  street ,john.braxton@hotmail.com,married,2018-7-31t15:14+00:00, 30    gannan    street ,qld,107,33,70,171,0,back-pain,0
f179099104,cecil,gene,posner,m,46, 81  york  street ,cecil97@mail.com,not-married,2018-7-31t20:11+00:00, 81    york    street ,tas,128,33,80,172,,low-hemoglobin,0
h199530291,ethel,ann,stroup,f,25, arthur  highway ,mdcpbedmmr@mail.com,not-married,2018-7-31t08:57+00:00, arthur    highway ,tas,136,44,83,118,,alopecia,0
f156140228,ashley,m,alston,f,32, 9  sproule  circuit ,,married,2018-7-31t18:02+00:00, 9    sproule    circuit ,act,126,,75,159,,diarrhea,0
d143903394,elena,dawn,keaton,f,23, camille  drive ,keaton40@gmail.com,married,2018-7-31t17:36+00:00, 51    peppermint    drive ,wa,68,26,75,173,,dry-mouth,0
g114703814,kenneth,sylvester,johnson,m,45, 166  westlake  drive ,johnson57@aol.com,separated,2018-7-31t10:27+00:00, 166    westlake    drive ,qld,140,46,76,164,,hot-flashes,0
g115734318,samuel,t,eiber,m,39, 426  four  mile  east  road ,samuel.eiber@hotmail.com,married,2018-7-31t16:25+00:00, 426    four    mile    east    road ,qld,111,28,80,184,0,coughing,0
i148185108,dewey,jamisonoshea,footman,m,27, 5  evoe  place ,footman.dewey@mail.com,married,2018-7-31t06:57+00:00, 5    evoe    place ,nsw,145,51,77,153,,fall,0
b128316148,nicholas,david,shelton,m,28, 245  channel  highway ,kkmhmkaelg@mail.com.au,married,2018-7-31t22:24+00:00, 245    channel    highway ,tas,137,42,74,139,,sweating,0
i157783367,daniel,lee,huzi,m,29, 41  henry  street ,daniel.huzi@mail.com.au,married,2018-7-31t13:47+00:00, 41    henry    street ,qld,79,26,76,97,0,fall,0
f173894415,victor,michael,ponder,m,27, 21  kenneth  street ,ponder.victor@aol.com,married,2018-7-31t23:48+00:00, 21    kenneth    street ,nsw,120,33,83,190,1,shingles,0
b109582176,roy,c,sepesy,m,47, 49  ascot  road ,,married,2018-7-31t02:33+00:00, 49    ascot    road ,,128,46,73,128,0,diarrhea,0
b119615100,clarence,smith,strickland,m,46, 82  silver  street ,clarence82@yahoo.com,not-married,2018-7-31t18:43+00:00, 82    silver    street ,nsw,78,24,74,241,,upper-respiratory-infection,0
d115446108,kathleen,charlotte,wilkerson,f,20, 8  heron  place ,ptqmfqjkqh@yahoo.com,married,2018-7-31t22:58+00:00, 8    heron    place ,nsw,79,32,81,194,,urinary-frequency,0
e166589191,bryce,thomas,hoop,m,20, 24  meynell  street ,hoop.bryce@mail.com.au,married,2018-7-31t24:38+00:00, 24    meynell    street ,qld,99,36,84,156,,occasional-falls,0
a122794966,alan,cervest,crehan,m,32, 95  murray  drive ,alan8@mail.com.au,not-married,2018-7-31t09:34+00:00, 95    murray    drive ,sa,89,28,79,201,0,arthroscopic-meniscusectomy,0
h124257036,michael,glenn,hobbs,m,47, 9  theatre  street ,michael.hobbs@mail.com.au,married,2018-7-31t17:28+00:00, 9    theatre    street ,qld,65,16,74,170,1,hypothyroidism,0
b188804361,sandra,d,gerrard,f,24, 10  laynhapuy  crescent ,jmlcboclef@mail.com,married,2018-7-31t04:27+00:00, 10    laynhapuy    crescent ,nt,65,21,74,205,,upper-respiratory-infection,0
h116383348,phyllis,joyce,barone,f,30, 58  epping  road ,acpoflihdl@aol.com,married-de-facto,2018-7-31t14:34+00:00, 58    epping    road ,nsw,68,25,71,187,,diarrhea,0
h161460169,kim,lynn,martin,f,26, 64  fernvale  road ,martin.kim@aol.com,married,2018-7-31t11:38+00:00, 64    fernvale    road ,qld,135,45,70,134,,fall,0
e162141529,basant,fate,laney,m,32, 79  reed  street ,basant.laney@gmail.com,not-married,2018-7-31t05:42+00:00, 79    reed    street ,vic,80,29,72,222,,low-energy,0
c140983396,claudia,gill,shivers,f,48, henry  street ,claudia.shivers@yahoo.com,married-de-facto,2018-7-31t24:16+00:00, henry    street ,vic,65,27,80,115,,excessive-phlegm,0
i153062091,jennifer,asjou,bone,f,28, 9  yeldham  street ,bone.jennifer@mail.com,married,2018-7-31t07:41+00:00, 9    yeldham    street ,qld,58,23,72,164,,laceration,0
a163517060,monique,ingram,hyland-harris,f,37, 41  goodman  drive ,ckhmnmakfh@hotmail.com,married-de-facto,2018-7-31t14:01+00:00, 41    goodman    drive ,vic,75,24,79,162,,dry-mouth,0
g196322022,dmax,byars,anderson,m,27, fern  street ,dmax53@yahoo.com,married-de-facto,2018-7-31t23:16+00:00, fern    street ,qld,104,33,70,116,0,flu-like-symptoms-following-flu-shot,0
b128059143,randal,owen,loomis,m,23, 1  tom  smith  drive ,shnqfdooed@gmail.com,married-de-facto,2018-7-31t19:39+00:00, 22    elanora    road ,nsw,139,39,76,211,,abdominal-discomfort/epigastric-sternal-pain---reinjury-of-xiphisternum-at-time-of-lp-under-fluoroscopy,0
e171552996,alexis,brunner,smith,m,17, 455  thorngate  road ,alexis.smith@mail.com.au,n/a,2018-7-31t01:22+00:00, 455    thorngate    road ,nt,64,22,72,129,,irregular-sleep-pattern-wants-to-sleep-all-the-time.,0
d127700134,danny,h,davis,m,30, 48  arthur  phillip  drive ,davis.danny@mail.com,married-de-facto,2018-7-31t03:15+00:00, 48    arthur    phillip    drive ,nsw,107,27,74,191,,respiratory-virus,0
e111019136,charlotte,nicole,guest,f,36, 6  kooronya  road ,guest.charlotte@yahoo.com,separated,2018-7-31t18:46+00:00, 6    kooronya    road ,,134,55,75,172,,coughing,0
a157774456,sirene,mozingo,peters,f,21, 51  mirrabooka  road ,peters46@yahoo.com,married,2018-7-31t23:10+00:00, 51    mirrabooka    road ,nsw,149,56,74,119,,constipation,0
a171169134,jasmine,kay,casey,f,35, 1041  pittwater  road ,casey5@hotmail.com,married-de-facto,2018-7-31t20:48+00:00, 1041    pittwater    road ,nsw,57,22,73,154,,surgery-to-repair-fractured-tibia,0
i178092938,george,devon,summers,m,26, 810  springbrook  road ,george.summers@mail.com,married-de-facto,2018-7-31t11:27+00:00, 810    springbrook    road ,qld,69,18,72,146,0,diabetes,0
h148407545,blanca,nicole,balmat,f,33, 5  tomasi  court ,balmat.blanca@aol.com,married,2018-7-31t21:55+00:00, 5    tomasi    court ,,-99,24,79,123,,fall,0
f115026801,jessica,,conklin,f,32, 3  ferguson  court ,jessica67@yahoo.com,not-married,2018-7-31t12:31+00:00, 3    ferguson    court ,,114,46,75,249,,iliotibial-band-syndrome,0
b136630947,david,richard,miller,m,29, perreau  road ,egdfqasojn@gmail.com,not-married,2018-7-31t24:16+00:00, perreau    road ,nt,122,32,69,155,0,headache,0
h193346631,sunny,aydlett,lowe,f,35, 3416  nugent  road ,lowe.sunny@mail.com,divorced,2018-7-31t05:10+00:00, 3416    nugent    road ,tas,129,46,74,191,,right-sciatica-lower-extremity,0
g131087021,tre,riley,barber,m,19, 13  stockbridge  street ,tre.barber@hotmail.com,married,2018-7-31t03:19+00:00, 13    stockbridge    street ,qld,82,28,77,111,1,vomiting,0
b193159114,antonio,dale,jones,m,39, 3  uplands  drive ,antonio81@yahoo.com,not-married,2018-7-31t14:57+00:00, 3    uplands    drive ,qld,80,20,75,194,,sentimental-mood,0
d136801759,lessie,audrey,griffith,f,40, 44  tasma  street ,osnobefqln@gmail.com,married-de-facto,2018-7-31t18:59+00:00, 44    tasma    street ,tas,143,51,81,228,,ankle-edema,0
a181545539,shirley,leslie,cummings,f,38, 4  silkwood  grove ,crnfgqddgk@mail.com.au,,2018-7-31t13:04+00:00, 4    silkwood    grove ,,62,20,74,135,,weakness,0
c158806521,william,john,Mr,m,29, 6  swindon  place ,william.greene@gmail.com,not-married,2018-7-31t10:56+00:00, 6    swindon    place ,qld,119,37,82,200,,insomnia,0
i104301209,tony,joshua,mccoy,m,40, 57  clarke  street ,mccoy.tony@gmail.com,separated,2018-7-31t23:52+00:00, 57    clarke    street ,,75,20,74,146,0,walking-pneumonia,0
i171698073,julie,spain,johnson,f,41, coopers  road ,julie.johnson@gmail.com,not-married,2018-7-31t09:46+00:00, coopers    road ,qld,127,41,74,174,,skin-rash,0
f171942728,kimberly,swink,brogan,f,46, nelson  bay  road ,kimberly.brogan@gmail.com,not-married,2018-7-31t03:28+00:00, nelson    bay    road ,nsw,136,48,72,139,,headache,0
g130454736,linda,leigh,kim,f,28, 259  carpenter  street ,linda.kim@mail.com.au,widowed,2018-7-31t05:12+00:00, 259    carpenter    street ,qld,68,22,73,135,,upper-respiratory-infection,0
a149757871,amena,lunn,combs,f,53, 9  conifer  court ,qjapghhonk@mail.com.au,married,2018-7-31t18:26+00:00, 9    conifer    court ,vic,87,33,79,137,,passed-out,0
f146503898,troy,ray,sharpe,m,45, 26  macquarie  street ,sharpe29@mail.com,not-married,2018-7-31t09:03+00:00, 26    macquarie    street ,act,87,30,78,163,0,double-vision,0
c100617249,lewis,terrell,smith,m,18, 1  lennie  avenue ,smith.lewis@aol.com,n/a,2018-7-31t01:58+00:00, 1    lennie    avenue ,qld,74,30,73,136,0,depressed-mood,0
c188809395,jonathon,francis,lewin,m,37, corypha  circuit ,lewin.jonathon@hotmail.com,,2018-7-31t18:14+00:00, corypha    circuit ,,83,23,77,122,0,headache-post-lumbar-puncture,0
f114712928,jeremiah,scott,sherard,m,37, 3  simmons  street ,jeremiah.sherard@yahoo.com,not-married,2018-7-31t18:09+00:00, 3    simmons    street ,qld,88,26,70,148,,constipation,0
c111175353,dale,t,beaumont,m,21, 2  henry  ellis  street ,,married,2018-7-31t01:39+00:00, 2    henry    ellis    street ,nt,67,22,71,85,0,altered-mental-status-with-agitation,0
f157375732,charles,f,o'connor,m,31, 14  chesterfield  circuit ,o'connor92@mail.com.au,married-de-facto,2018-7-31t17:22+00:00, 14    chesterfield    circuit ,nt,109,28,70,221,1,trigeminal-neuralgia,0
d127064360,randall,george,tilles,m,59, 40  treelands  crescent ,randall46@mail.com.au,married,2018-7-31t07:41+00:00, 40    treelands    crescent ,nsw,111,32,73,189,,atrial-fibrillation,0
i104280748,yamilexa,tumeeka,beaver,f,35, 34  pelissier  street ,beaver32@mail.com.au,married,2018-7-31t13:59+00:00, 34    pelissier    street ,tas,86,35,79,209,,dizziness,0
g199718123,jesse,tyler,eubanks,m,43, 83  dalmeny  avenue ,eubanks1@mail.com.au,married,2018-7-31t10:10+00:00, 83    dalmeny    avenue ,nsw,76,24,75,304,0,stomach-flu,0
a192138074,michael,anthony,harper,m,41, 17  clarkedale  rise ,harper58@gmail.com,married,2018-7-31t01:54+00:00, 17    clarkedale    rise ,vic,100,27,79,186,,backache,0
c102548312,steven,joseph,foster,m,30, 200  daniel  circuit ,okdsgkiiij@yahoo.com,not-married,2018-7-31t24:50+00:00, 200    daniel    circuit ,nt,132,33,66,95,,leg-injury,0
g183776492,jeffrey,lavon,lawrence,m,28, 5  wallace  street ,lawrence86@yahoo.com,married,2018-7-31t20:48+00:00, 5    wallace    street ,nsw,76,25,76,295,0,fall,0
g101035592,charles,l,cable,m,16, 6  britomart  gardens  road ,charles.cable@gmail.com,n/a,2018-7-31t01:24+00:00, 6    britomart    gardens    road ,nt,59,17,67,172,,fall,0
h189125187,todd,parks,smith,m,24, 38  longbrae  court ,todd18@hotmail.com,married,2018-7-31t14:54+00:00, 38    longbrae    court ,vic,81,25,78,156,0,benign-hypertrophy-of-prostate-with-urninary-obstruction,0
g160040633,dillon,ray,brock,m,30, 7  cleveland  close ,dillon32@mail.com.au,not-married,2018-7-31t11:56+00:00, 7    cleveland    close ,vic,135,44,80,162,0,diarrhea---has-been-worse-over-the-past-six-months,0
f172346240,mary,rebecca,kinsland-smith,f,35, deltroit  road  deltroit  station ,kinsland-smith.mary@mail.com,not-married,2018-7-31t12:14+00:00, deltroit    road    deltroit    station ,nsw,148,46,66,114,,low-energy,0
e164389662,ebony,lynn,fernandez,f,26, 2  cahill  street ,ebony51@yahoo.com,married,2018-7-31t11:08+00:00, 2    cahill    street ,nsw,94,31,76,236,,basal-cell-carcinoma,0
e171245603,debbie,b,bradford,f,31, 68  estell  street ,bradford.debbie@aol.com,married-de-facto,2018-7-31t23:11+00:00, 68    estell    street ,nsw,88,30,75,121,,drowsiness,0
a157952769,vicki,lychelle,laire,f,21, chittock  road ,laire84@gmail.com,separated,2018-7-31t04:55+00:00, chittock    road ,wa,69,25,75,225,,hemorrhoids,0
e180224346,thomas,allen,edwards,m,49, bookmark  avenue ,edwards.thomas@mail.com.au,divorced,2018-7-31t10:47+00:00, bookmark    avenue ,nt,145,46,71,177,,orthodontic-ossification,0
e109326648,john,joseph,mersch,m,23, 6  caleb  street ,mersch.john@yahoo.com,not-married,2018-7-31t23:34+00:00, 6    caleb    street ,vic,145,36,71,147,,dry-mouth,0
c138961077,brian,christopher,wells,m,22, 168  leake  street ,wells.brian@gmail.com,married,2018-7-31t24:03+00:00, 168    leake    street ,wa,59,18,75,185,,dry-mouth,0
a198241501,clayton,calvin,hazaimeh,m,22, 9  federal  place ,cqokgqphlf@mail.com,separated,2018-7-31t18:01+00:00, 9    federal    place ,qld,110,28,75,239,,bone-spur-left-heel,0
f132459011,tim,Mr,olson,m,31, grenfell  road ,olson.tim@aol.com,not-married,2018-7-31t07:27+00:00, grenfell    road ,nsw,143,47,75,145,0,carotid-endarterectomy,0
h110423636,virginia,s,blaylock,f,69, 6  ware  crescent ,virginia.blaylock@hotmail.com,widowed,2018-7-31t06:13+00:00, 6    ware    crescent ,vic,106,39,72,181,,edema-(legs-&-ankles),0
a158695711,paul,wayne,steward,m,34, 34  harrison  circuit ,paul.steward@hotmail.com,married-de-facto,2018-7-31t15:47+00:00, 34    harrison    circuit ,nt,95,30,77,201,0,severe-deterioration-due-to-ad,0
i121558216,betty,lynn-phillips,cunningham,f,23, 77  beaconsfield  terrace ,cunningham.betty@aol.com,separated,2018-7-31t15:45+00:00, 77    beaconsfield    terrace ,qld,94,40,74,188,,headache,0
f172955196,felicia,ladonne,arnold,f,21, 64  hutton  street ,felicia.arnold@mail.com,married,2018-7-31t04:12+00:00, 64    hutton    street ,vic,49,15,76,47,,punctured-lung-resulting-from-a-fall,0
e129968902,laurence,joseph,johnson,m,35, 214  st  johns  road ,johnson.laurence@hotmail.com,not-married,2018-7-31t06:52+00:00, 214    st    johns    road ,nsw,138,35,72,121,0,insomnia,0
h132706906,brittani,g,raynor,f,35, 42  cumberland  road ,brittani72@hotmail.com,married,2018-7-31t03:30+00:00, 42    cumberland    road ,nsw,117,47,79,143,,lower-back-pain,0
a186101063,ronald,scott,hardesty,m,29, mcfees  road ,ifefsertcj@aol.com,not-married,2018-7-31t09:35+00:00, mcfees    road ,vic,135,34,78,198,0,left-ear-lobe-basal-cell-carcinoma,0
b123838498,tyrone,damond,raynor,m,20, 2  dorrington  court ,raynor.tyrone@mail.com,divorced,2018-7-31t04:42+00:00, 2    dorrington    court ,vic,123,32,68,203,0,right-humerus-fracture,0
c137080505,kathryn,kaur,vargas,f,37, 21  ellenvale  avenue  pascoe    vale    south  3044  vic ,kathryn.vargas@aol.com,not-married,2018-7-31t23:49+00:00, 21    ellenvale    avenue ,vic,110,44,75,99,,constipation,0
i114293643,kristin,hailey,godwin,f,41, 92  cardiff  road ,kristin85@aol.com,married,2018-7-31t22:48+00:00, 92    cardiff    road ,nsw,130,45,72,141,,type-1-heart-block,0
c128973411,harry,antonio,brinkley,m,33, 58  richer  street ,brinkley.harry@hotmail.com,married,2018-7-31t13:51+00:00, 58    richer    street ,qld,121,34,73,175,0,generalized--leg-weakness,0
a147414587,elisa,,dyson,f,33, 6  westcombe  place ,,not-married,2018-7-31t14:55+00:00, 6    westcombe    place ,nsw,57,18,74,119,,fractured-2nd-and-3rd-toes-right-foot,0
d122162624,judith,deva,jones,f,37, 161  princes  highway ,judith.jones@aol.com,married,2018-7-31t05:26+00:00, 10    gulland    street ,qld,102,37,80,199,,cold,0
g104754847,mary,renee,halstead,f,18, 2  errol  flynn  court ,mary.halstead@aol.com,n/a,2018-7-31t13:16+00:00, 2    errol    flynn    court ,qld,50,17,76,185,,fall,0
h125583690,elizabeth,mae,walp,f,20, echo  valley ,elizabeth.walp@hotmail.com,married-de-facto,2018-7-31t10:48+00:00, echo    valley ,tas,45,18,72,141,,hives,0
f144099475,nathan,daniel,woodell,m,29, 22  eleanor  street ,woodell.nathan@hotmail.com,married,2018-7-31t06:24+00:00, 22    eleanor    street ,vic,112,31,81,316,0,blurred-vision-macular-pucker,0
i158327967,martha,krida,pilson,f,24, 174  phillip  street ,martha99@aol.com,not-married,2018-7-31t14:28+00:00, 174    phillip    street ,nsw,91,31,70,245,,musculoskeletal-pain-(both-hands-and-back),0
a111081008,terrian,craig,dowless,m,35, 35  temira  crescent ,terrian40@yahoo.com,married,2018-7-31t21:24+00:00, 35    temira    crescent ,nt,83,26,75,174,,dizziness,0
g163490633,sonja,marie,younts,f,32, 4  iona  close ,sonja11@gmail.com,married,2018-7-31t01:17+00:00, 4    iona    close ,qld,72,23,78,153,,thrush,0
h134340881,kiara,goins,negri,f,22, 52  second  avenue ,negri92@yahoo.com,divorced,2018-7-31t04:18+00:00, 52    second    avenue ,nsw,125,50,79,113,,abdominal-discomfort,0
f135916485,douglas,w,cort,m,25, kerry  west  road ,,not-married,2018-7-31t20:18+00:00, kerry    west    road ,qld,64,17,78,201,0,nausea,0
a151662219,charles,daniel,zirpolo,m,15, 59  robin  street ,zirpolo22@aol.com,n/a,2018-7-31t17:34+00:00, 59    robin    street ,tas,45,15,72,260,,fall,0
a109948285,elaine,ann,fisher,f,46, 127  bronte  road ,fisher.elaine@aol.com,divorced,2018-7-31t17:49+00:00, 127    bronte    road ,nsw,78,31,85,128,,arthritis-in-left-wrist,0
i170880629,jesse,edwin,sallee,m,27, 38  calytrix  road ,sallee71@hotmail.com,married,2018-7-31t07:23+00:00, 38    calytrix    road ,nt,76,24,76,174,0,er-visit-d/t-heat-sensation-from-p's-chest,0
e143085194,portia,dollrinia,kirchmann,f,19, 36  atkinson  way ,ktfpkcfqaa@yahoo.com,divorced,2018-7-31t01:34+00:00, 36    atkinson    way ,wa,70,42,71,118,,urinary-frequency-(increased),0
g137400303,sarah,west,pettis,f,40, 30  colley  terrace ,sarah65@yahoo.com,married-de-facto,2018-7-31t16:22+00:00, 30    colley    terrace ,sa,74,24,75,286,,fall-(tripped-while-doing-gardening),0
f107431350,daniel,lewis,clanton,m,37, 18  kapooka  avenue ,clanton.daniel@hotmail.com,not-married,2018-7-31t19:10+00:00, 18    kapooka    avenue ,nsw,60,35,76,117,,ankle-swelling/edema,0
h104279491,deborah,rand,burgan,f,19, 23  bellwood  drive ,burgan.deborah@mail.com,married,2018-7-31t15:08+00:00, 23    bellwood    drive ,nsw,71,29,69,132,,urinary-incontinence,0
b138984992,john,j,morgan,m,30, 14  marigold  place ,john98@yahoo.com,not-married,2018-7-31t04:24+00:00, 62    macquarie    avenue ,wa,127,32,75,150,0,right-arm-infection,0
d117930605,parker,jermaine,cornelius,m,36, 11  wilmot  place ,cornelius.parker@gmail.com,divorced,2018-7-31t03:27+00:00, 11    wilmot    place ,nsw,130,38,69,212,1,drowsiness,0
g170452144,william,paul,leazer,m,37, 60  linden  street ,leazer.william@mail.com,married-de-facto,2018-7-31t02:45+00:00, 60    linden    street ,nsw,143,39,76,177,,intermittent-cough,0
a157952769,vicki,lychelle,laire,f,21, chittock  road ,laire84@gmail.com,,2018-7-31t04:55+00:00, chittock    road ,wa,69,25,75,225,,hemorrhoids,0
a173770367,irene,addison,allen,f,23, 37  aruma  avenue  burleigh    waters  4220  qld ,irene24@mail.com,married,2018-7-31t03:21+00:00, 37    aruma    avenue ,qld,56,21,74,191,,walking-pneumonia,0
e152438326,jamie,lloyd,narron,m,38, 39  hawkesbury  road ,rtlkcjdqse@gmail.com,married,2018-7-31t09:37+00:00, 39    hawkesbury    road ,nsw,96,33,74,240,,diarrhea,0
a120536859,sarah,maria,dragon,f,30, 2  webb  street ,dragon.sarah@aol.com,not-married,2018-7-31t15:31+00:00, 2    webb    street ,nsw,144,45,77,147,,dizziness,0
g116967542,randal,stephon,epps,m,44, 22  ellis  street ,randal67@yahoo.com,not-married,2018-7-31t12:19+00:00, 22    ellis    street ,vic,106,27,70,189,0,chronic-renal-insufficiency,0
f128691766,dorsey,devon,miller,m,28, main  street ,dorsey.miller@mail.com,not-married,2018-7-31t09:32+00:00, main    street ,vic,61,16,73,57,0,pneumonia,0
d159316532,micah,marie,murphy,f,26, 120  oakdowns  parade ,micah22@mail.com,not-married,2018-7-31t15:03+00:00, 120    oakdowns    parade ,tas,129,41,73,215,,insomnia,0
c142308872,leann,hicks,houck,f,42, 98  havenhand  way ,houck.leann@aol.com,married,2018-7-31t16:34+00:00, 98    havenhand    way ,nsw,125,43,76,124,,confusion,0
e157087512,kerrie,tierra,sosebee,f,44, 27  gibson  street ,sosebee.kerrie@hotmail.com,married-de-facto,2018-7-31t07:36+00:00, 27    gibson    street ,wa,99,38,77,236,,fall,0
d169790391,joseph,oscar,martin,m,35, 68  pitt  avenue  riverside  7250  tas ,,not-married,2018-7-31t10:14+00:00, 68    pitt    avenue ,,92,33,81,224,,headaches,0
b128570401,omar,,wise,m,37, mayfield-lower  thule  road ,sjedokoqqn@hotmail.com,,2018-7-31t12:49+00:00, mayfield-lower    thule    road ,nsw,93,30,73,188,0,urinary-frequency,0
e155676164,joseph,michael,thomas,m,35, 22  mitta  mitta  way ,joseph66@mail.com.au,not-married,2018-7-31t10:37+00:00, 22    mitta    mitta    way ,vic,67,37,78,160,,post-lp-low-back-pain,0
a113916944,stephanie,elizabeth,gladden,f,32, 276  bedford  road ,stephanie53@mail.com.au,married,2018-7-31t20:29+00:00, 276    bedford    road ,qld,149,47,76,33,,low-energy,0
f116489736,jason,mariano,little,m,39, 143  ridgecrop  drive ,jason.little@mail.com,not-married,2018-7-31t03:45+00:00, 143    ridgecrop    drive ,nsw,61,17,71,255,0,acute-inflammatory-colitis,0
c168680799,ricky,pannill,womack,m,51, 5  mckinlay  place ,psdkmpajnm@hotmail.com,married,2018-7-31t01:32+00:00, 5    mckinlay    place ,qld,110,39,70,289,0,constipation,0
d128576403,patricia,francis,wohlrabe,f,48, 97  thompson  road ,patricia.wohlrabe@gmail.com,married,2018-7-31t05:49+00:00, 97    thompson    road ,nsw,120,46,73,207,,worsening-depression-and-crying,0
i176054523,andrew,c,peugh,m,40, 26  crouch  (south)  street ,peugh31@yahoo.com,,2018-7-31t14:16+00:00, 26    crouch    (south)    street ,sa,135,73,78,114,0,atrophic-vaginitis,0
h195709390,michael,cline,albanese,m,29, 24  stevens  street ,michael13@mail.com,not-married,2018-7-31t17:39+00:00, 24    stevens    street ,vic,63,18,72,91,1,delusional-thoughts-r/t-recent-theft,0
b114761774,william,william,albright,m,23, 76  murray  road ,william.albright@mail.com.au,married-de-facto,2018-7-31t02:56+00:00, 76    murray    road ,nsw,74,24,76,272,,squamous-cell-carcinoma-right-cheek,0
a103973682,don,malik,rothwell,m,27, 18  cunjevoi  crescent ,don21@gmail.com,married-de-facto,2018-7-31t13:21+00:00, 18    cunjevoi    crescent ,nt,63,15,76,87,0,degenerative-disc-disease,0
a139830004,ranzie,clyde,white,m,27, 17  pasco  street ,etefnabhtg@mail.com,separated,2018-7-31t08:58+00:00, 17    pasco    street ,vic,95,32,78,150,0,urinary-tract-infection,0
d102148937,william,langley,Mr,m,34, 33  holberry  street ,william.jackson@mail.com.au,married,2018-7-31t21:31+00:00, 33    holberry    street ,vic,147,48,72,161,,atrial-fib,0
i139884326,austin,david,denton,m,42, daniel  circuit ,austin.denton@hotmail.com,married-de-facto,2018-7-31t20:13+00:00, daniel    circuit ,nt,59,17,73,119,,fall,0
d198370269,gerald,ward,booth,m,25, 8  pengana  place ,gerald98@gmail.com,married-de-facto,2018-7-31t05:15+00:00, 8    pengana    place ,tas,110,35,75,126,0,allergies,0
a170166640,carolyn,carain,landes,f,20, 220  leake  street ,landes.carolyn@aol.com,married-de-facto,2018-7-31t22:29+00:00, 220    leake    street ,wa,91,31,71,205,,fall,0
