ssn,first_name,middle_name,last_name,gender,current_age,birth_date,street_address,suburb,postcode,state,phone,email,marital_status,current_timestamp,occupation,salary,credit_card_number,years_of_experience,employment_timestamp
d164390918,william,j,phachomphone,m,49,11/3/1969, 16  seaview  street , bonny    hills ,2445,nsw,phachomphone28@hotmail.com,,married,2018-7-31t09:49+00:00,engineering-worker,98000.0,d8072b70cebf890510cc2415733c4697,30,2018-03-02t04:24+00:00
h144739002,jillian,joy,parker,f,38,26/11/1980, barr  road ,arnhem,0822,nt, 08  8367  1895 ,jillian.parker@hotmail.com,married,2018-7-31t21:20+00:00,education-professional,79900.0,07a3236848eab34a91eb57dcad3ca7cd,19,2018-05-15t17:45+00:00
d189566335,tanya,leigh,hansen,f,23,10/3/1995, 14  cameron  court ,willetton,6155,wa, 08  5892  7786 ,skmhdkhiom@aol.com,married,2018-7-31t03:20+00:00,health-support-worker,10400.0,1cc52d7606f0fe8b79836d32865edc58,4,2018-06-12t11:16+00:00
e116637743,greg,bennett,dawyot,m,28,29/6/1990, 32  iolanda  street ,rye,3941,vic, 03  2845  1852 ,dawyot.greg@gmail.com,married-de-facto,2018-7-31t03:35+00:00,carer,30600.0,5a7330cd3f923173c204eedd3da3b23d,9,2018-04-07t09:50+00:00
e117015812,janice,denise,ruckle,f,28,11/11/1990, 19  myuna  way ,mangerton,2500,nsw, 02  6715  4709 ,janice59@yahoo.com,separated,2018-7-31t11:39+00:00,ict-technician,56400.0,e0254858e17e1425d44120d391307dc1,3,2012-02-02t24:12+00:00
e104287660,michelle,louise,roseman,f,36,18/7/1982, 16  myee  street ,lakemba,2195,nsw, 02  1840  4440 ,cglltgefna@hotmail.com,not-married,2018-7-31t12:54+00:00,health-professional,50900.0,0782346c8ab840e72c851b363ac22251,16,2017-10-19t15:10+00:00
f137399158,wendy,carroll,thoms,f,29,15/5/1989, 475  albert  street , brunswick    west ,3055,vic, 03  3517  5383 ,thoms.wendy@mail.com.au,widowed,2018-7-31t13:48+00:00,ict-technician,62100.0,4891bb6ce54b04d2dec3e13302a08146,6,2014-06-18t02:56+00:00
b170831163,frank,stephen,marcum,m,27,15/3/1991, 26  fullerton  crescent ,richardson,2905,act, 02  3541  2301 ,frank90@gmail.com,not-married,2018-7-31t23:03+00:00,ict-professional,98100.0,09f9e18f2d1e6ddf7422e563239a3388,8,2018-02-12t20:36+00:00
e181943249,dale,leigh,clemmer,f,26,13/8/1992, 6  best  street ,oakleigh,3166,vic, 03  9877  8135 ,mkjfhiaiep@yahoo.com,divorced,2018-7-31t23:38+00:00,other-technician,51200.0,22ba5a4120f8db3dee90dd9b6e436204,2,2013-04-25t10:11+00:00
i180404247,katie,suggs,smith,f,17,6/5/2001, 49  north  crescent ,wyoming,2250,nsw, 02  3835  5443 ,ondlesbhdj@gmail.com,n/a,2018-7-31t19:44+00:00,casual-worker,0,45914a8d2b433887e4bc4b5dcf25cffd,2,2018-05-07t04:37+00:00
e144341632,janell,Mrs,mullis,f,25,17/8/1993, 62  dorisvale  crescent ,tiwi,0810,nt, 08  7068  7656 ,janell23@mail.com,separated,2018-7-31t16:49+00:00,carer,10900.0,e7c82bbcfdd97c240d248c9c8b52c4a8,6,2018-06-09t09:19+00:00
i111930014,karen,price,strange,f,39,9/7/1979, 197  nepean  highway ,aspendale,3195,vic, 03  9725  5465 ,karen30@hotmail.com,married,2018-7-31t18:44+00:00,taxi-driver,6100.0,06f0a0483567ca25546e56fb0bb5d8fb,17,2015-08-22t08:49+00:00
c148472469,kevin,patrick,handel,m,43,7/8/1975, 5  gramere  avenue ,ashgrove,4060,qld, 07  0027  1565 ,kevin.handel@aol.com,not-married,2018-7-31t21:14+00:00,clerical-worker,33000.0,45382fc943a0b800e9b930eb2f2bfaf3,20,2014-10-03t21:41+00:00
d107092588,jeanne,hinton,howie,f,39,13/9/1979, 3  locharn  crescent ,keysborough,3173,vic, 03  4056  7607 ,jeanne86@yahoo.com,married-de-facto,2018-7-31t11:06+00:00,ict-technician,59200.0,fb43732e9cfa4c3c279c20b85b5ed650,20,2018-03-08t11:07+00:00
b119178947,garth,,rault,m,34,13/4/1984, 17  university  avenue  palm  plaza ,palmerston,0830,nt, 08  4908  3279 ,,married,2018-7-31t05:59+00:00,construction-labourer,11800.0,36cd2d43ec87d4c972568b9342b27a0c,12,2015-09-04t12:53+00:00
b185796384,mary,louise,rosenthal,f,27,23/11/1991, 30  moatah  drive ,beachmere,4510,qld, 07  2575  9359 ,mary13@mail.com.au,married-de-facto,2018-7-31t04:05+00:00,clerks,11100.0,ab551299e4266123942b81786c3967d5,8,2018-02-21t23:13+00:00
c149320554,nan,flowers,ross,f,29,12/1/1989, 79  harcourt  parade ,rosebery,2018,nsw, 02  8070  2425 ,ross.nan@hotmail.com,married-de-facto,2018-7-31t24:29+00:00,ict-professional,68900.0,58b029fe668780787450fba085213b13,10,2018-01-21t11:03+00:00
b168697058,leonor,carlisa,lawson,f,34,28/1/1984, 19  the  corso ,manly,2095,nsw, 02  8429  1259 ,smpkkmnqrf@hotmail.com,married,2018-7-31t07:19+00:00,other-labourer,6200.0,663af677bea2a0430900e478d9abb53a,15,2018-04-07t09:36+00:00
f130526109,marchello,d,simmons,m,37,9/1/1981, 3  bryant  street  narwee  2209  nsw ,,,, 02  5600  1096 ,simmons64@mail.com.au,not-married,2018-7-31t14:52+00:00,other-worker,85400.0,c81056cd22f8bd181dbfb6be256fb842,18,2018-03-20t09:52+00:00
f199438493,jamie,mckee,hobbs,f,18,28/4/2000, 3  ndhala  close ,gunn,0832,nt, 08  6261  8665 ,jamie.hobbs@gmail.com,n/a,2018-7-31t18:09+00:00,casual-worker,0,c585e354551bcdfc7e47dc1ff19b497b,1,2018-02-26t07:49+00:00
i152126419,shelley,holly,martin,f,23,30/4/1995, 15  elford  avenue ,weston,2326,nsw, 02  0169  5031 ,shelley.martin@mail.com.au,married,2018-7-31t20:53+00:00,machinary-driver,6100.0,ef94f3b46c6e5ad0d1da45586cf73f1c,4,2018-02-22t04:57+00:00
e172636552,james,anthony,june,m,29,12/2/1989, 5  berry  street , regents    park ,2143,nsw, 02  3886  2886 ,james79@aol.com,married,2018-7-31t09:09+00:00,general-manager,140600.0,b09df17d27571ef7f76bf8f984bd9f56,10,2018-02-21t07:54+00:00
h101259455,patricia,lassiter,bryant,f,30,10/11/1988, 8  chapel  street ,glenorchy,7010,tas,bryant.patricia@aol.com,,widowed,2018-7-31t16:16+00:00,legal-professional,70500.0,8522a54f5c4a2d221dfdf8cb0e841d88,11,2018-04-10t06:05+00:00
i124642431,andrew,brooks,daniels,m,40,13/11/1978, 14  twilight  street ,kenmore,4069,qld, 07  8537  0137 ,daniels.andrew@gmail.com,not-married,2018-7-31t08:42+00:00,construction-labourer,16000.0,d6d52cc1ecba726bbfe140bae19f7026,14,2011-10-19t21:59+00:00
b197445566,janice,green,hargett,f,21,8/4/1997, 28  illawarra  drive ,tewantin,4565,qld, 07  6873  6343 ,janice.hargett@mail.com.au,married-de-facto,2018-7-31t10:53+00:00,secretary,11300.0,4c88308018a627267dcbf79efcf1f44d,2,2018-01-27t07:07+00:00
b180655919,terrell,daniel,henley,m,38,3/17/1980, 20  montgomery  street , west    end ,4810,qld, 07  3927  3762 ,henley1@mail.com.au,married,2018-7-31t05:11+00:00,ict-technician,85600.0,411bc6cd9f451620a60077994b0d876f,16,2015-06-15t13:49+00:00
a185111614,sandra,jean,evans,f,40,16/1/1978, 20  beneke  street ,chermside,4032,qld, 07  8292  2231 ,sandra77@aol.com,married,2018-7-31t12:58+00:00,health-professional,74400.0,5d55ac75233fff862a58978919f12a07,21,2018-04-14t22:07+00:00
h177471933,patty,h,tankersley,f,41,4/10/1977, 1  tait  pl ,coolbellup,6163,wa, 08  0273  0730 ,patty.tankersley@yahoo.com,married-de-facto,2018-7-31t04:30+00:00,clerks,16500.0,3ab9e6b655992c58c6004d440bda8bcb,19,2015-12-05t04:43+00:00
i145967947,sigmund,gray,elmore,m,42,3/8/1976, 29  newton  crescent ,lalor,3075,vic, 03  0157  0491 ,elmore68@mail.com,married,2018-7-31t07:07+00:00,automotive-worker,88900.0,4e1a0a6d7c501babc60dac9fec43315d,20,2015-06-22t19:42+00:00
c174226548,anthony,ross,musko,m,22,27/7/1996, 10  stephen  street  forth  7310  tas ,,,, 03  0145  2089 ,anthony.musko@hotmail.com,married,2018-7-31t24:30+00:00,un-employed,1400.0,3a12309b7cadc3291148f5caafe77e62,3,2018-05-20t04:36+00:00
h183070543,kathy,elizabeth,callahan,f,47,6/5/1971, 9  cottonwood  crescent , north    ryde ,2113,nsw, 02  0987  1413 ,kathy99@aol.com,not-married,2018-7-31t20:30+00:00,looking-for-employment,1100.0,0e4e2d32efc30f53b45418c4820a9c9a,16,2006-05-20t24:15+00:00
i153692025,maryetta,andrews,west,f,34,26/6/1984, 55  thule  drive , murray    bridge ,5253,sa, 08  0387  3603 ,qordtoiqmh@gmail.com,married,2018-7-31t14:02+00:00,other-technician,63000.0,1082f5a22e0a0d18296348b5a13c340d,15,2018-05-02t11:58+00:00
h120635185,jane,s,winborne,f,63,13/6/1955, 32  purtell  street , bentleigh    east ,3165,vic, 03  2257  0795 ,,married,2018-7-31t03:35+00:00,other-labourer,13000.0,,43,2017-08-27t13:42+00:00
e168275436,sydney,paige,contess,f,35,6/12/1983, 77  marsden  road , west    ryde ,2114,nsw, 02  7292  0390 ,sydney.contess@aol.com,divorced,2018-7-31t12:49+00:00,other-worker,21100.0,924587385fd0d5cee107b395244cce8a,16,2018-04-04t01:52+00:00
b166719980,james,terrell,moss,m,27,1/2/1991, 134  boundary  road , camp    hill ,4152,qld, 07  7216  6723 ,james92@hotmail.com,not-married,2018-7-31t24:06+00:00,art-media-professional,103500.0,2a7137fe62a7034198b94fba97fd0b2d,7,2017-04-05t12:36+00:00
b128767815,victoria,brady,braun,f,42,29/10/1976, 6  woodleigh  avenue ,upwey,3158,vic, 03  2832  6314 ,fgqkphlabb@gmail.com,not-married,2018-7-31t22:41+00:00,other-technician,70000.0,39bf1722ba0329ef37466fb4e05fc9cf,23,2018-04-09t14:26+00:00
h124202064,jasmine,jo,clayton,f,29,13/4/1989, 22  margaret  street ,waterman,6020,wa, 08  3704  4149 ,clayton58@aol.com,not-married,2018-7-31t04:41+00:00,automotive-worker,28900.0,7be3d6a4dfd80dd788cb73c31012f5e9,9,2017-06-17t24:58+00:00
b189813669,michael,michael,brower,m,21,10/12/1997, 1  milgee  road ,dubbo,2830,nsw, 02  2276  8274 ,michael12@mail.com,married,2018-7-31t08:19+00:00,clerical-worker,32800.0,fae72293b6b1eaa2b512d2fa378e28f0,2,2018-03-10t07:59+00:00
a159266017,tifferney,s,arsenault,f,25,2/6/1993, 5  leonard  street ,tolga,4882,qld, 07  3655  8282 ,tifferney.arsenault@aol.com,married-de-facto,2018-7-31t03:15+00:00,personal-assistant,10700.0,,6,2018-01-16t21:01+00:00
b135380993,shirley,ann,maddox,f,50,5/12/1968, 404  maroubra  road ,maroubra,2035,nsw, 02  8269  1423 ,maddox.shirley@gmail.com,married-de-facto,2018-7-31t19:33+00:00,other-technician,105000.0,19d03f4cf87de9cfb287a26adcec1efb,31,2018-02-07t10:40+00:00
b162253437,anna,annette,rowe,f,21,13/8/1997, 79  bryant  street ,maryborough,4650,qld, 07  5874  8268 ,rowe15@mail.com,married-de-facto,2018-7-31t20:16+00:00,other-worker,22100.0,5872aa4e06473d01e785f1a7755bdab1,2,2018-04-02t08:39+00:00
i101763325,laverne,nichole,seamster,f,45,24/8/1973, anambah  road ,gosforth,2320,nsw, 02  8300  5647 ,aaarbompqh@mail.com,married-de-facto,2018-7-31t16:40+00:00,education-professional,86200.0,78ba700a3142fd2d1f7b327f8bb80b94,26,2018-01-20t01:17+00:00
d172764612,melissa,nicole,strong,f,24,9/5/1994, 309  priestleys  road ,birralee,7303,tas, 03  9237  3518 ,strong85@hotmail.com,married,2018-7-31t21:42+00:00,legal-professional,56100.0,513ea64b90afc51df11a8fe3c6302bd6,5,2018-06-16t11:23+00:00
c194069481,joshua,antwoine,virts,m,41,8/9/1977, sarina-homebush  road ,sunnyside,4737,qld, 07  5279  2395 ,virts30@hotmail.com,married-de-facto,2018-7-31t01:39+00:00,other-worker,50400.0,6cced24e1878d028e8ae3609b8f1539e,20,2016-11-14t04:28+00:00
a144231988,yolanda,marie,schaffner,f,26,18/9/1992, 99  casserly  drive ,leeming,6149,wa, 08  6314  5886 ,yolanda46@mail.com,not-married,2018-7-31t21:21+00:00,health-professional,56500.0,323411b012a047bf7947f6fd1e9f22d2,6,2017-01-23t24:04+00:00
g176766556,dana,glenn,croft,m,30,12/10/1988, 22  ormond  avenue , daw    park ,5041,sa, 08  3621  8618 ,croft63@yahoo.com,married-de-facto,2018-7-31t16:38+00:00,ict-technician,84600.0,40468827e4491824616566564de243ea,9,2016-06-10t01:04+00:00
c180045033,jessica,morgan,wagner,f,35,30/11/1983, 33  ann  (south)  street ,enfield,2136,nsw, 02  8657  3304 ,wagner.jessica@yahoo.com,not-married,2018-7-31t20:04+00:00,legislator,110300.0,967196869bb68d4f9ccd20cda9481833,16,2018-04-16t01:50+00:00
a174367463,saba,shanell,dawson,f,38,15/5/1980, 50  bosanquet  avenue ,prospect,5082,sa,,dawson.saba@aol.com,not-married,2018-7-31t07:50+00:00,other-technician,87700.0,3c9a7b44b2be576cc1e078d2ff922d41,19,2018-02-25t08:21+00:00
b165601071,deanna,lashan,martinez,f,70,20/10/1948, 36  excelsior  parade ,marrickville,2204,nsw, 02  1302  4211 ,martinez4@gmail.com,not-married,2018-7-31t08:33+00:00,cleaner,8200.0,0fcb02537f335eb6f3ba9b3fbc5153c9,47,2014-10-22t01:17+00:00
i135026900,jimmy,e,canady,m,37,12/6/1981, 7  haldane  street ,graceville,4075,qld, 07  6326  1572 ,jimmy87@gmail.com,married,2018-7-31t16:07+00:00,clerks,40100.0,fb03368d6f705c8ad63e719d71f2e845,18,2018-06-22t07:38+00:00
g195340177,wendy,deniese,hagen,f,28,30/8/1990, 24  ambrose  street , tennant    creek ,0860,nt, 08  0266  4580 ,wendy49@aol.com,married,2018-7-31t09:28+00:00,health-support-worker,17400.0,99f132469d7cfb3befa264302d895df6,9,2018-02-19t08:40+00:00
d172377366,nathaniel,allan,bailey,m,49,8/11/1969,, connellys    marsh ,7173,tas, 03  7237  6150 ,bailey.nathaniel@aol.com,separated,2018-7-31t22:26+00:00,construction-worker,106800.0,c7011210d2a33cf17ab0690a4a9ad960,30,2018-01-11t02:35+00:00
g160831265,jay,lloyd,crandell,m,31,18/4/1987, 29  hunter  street , ferntree    gully ,3156,vic, 03  6650  4067 ,faissbbgjs@gmail.com,married,2018-7-31t18:25+00:00,automotive-worker,53900.0,e4e736a9ee543ba13e04d04f848bb359,12,2018-02-21t14:53+00:00
e117856019,bernard,stephen,ross,m,47,7/8/1971, 19  congress  street , south    hobart ,7004,tas, 03  5348  0419 ,tnpkchefmi@yahoo.com,married,2018-7-31t10:26+00:00,other-technician,93800.0,da0ba942cd0051565e4416a8bb58ecf0,27,2017-03-22t05:51+00:00
c175485113,jedon,nicole,Ms,f,44,1/10/1974, 1  spencer  street ,macknade,4850,qld, 07  0631  8619 ,carter-hall.jedon@yahoo.com,married-de-facto,2018-7-31t04:16+00:00,education-professional,80100.0,66fb353c77637b9dc889c414b976f9cb,19,2012-04-06t23:35+00:00
i160366747,marnie,noelle,flowers,f,29,5/9/1989, 15  kareela  road , baulkham    hills ,2153,nsw, 02  6062  4862 ,flowers53@mail.com.au,not-married,2018-7-31t20:27+00:00,other-clerical-worker,14600.0,a88816186a97d45be787eb975c149835,10,2018-04-01t08:13+00:00
d133480878,mary,monique,adams,f,31,28/3/1987, vicary  street ,wanaaring,2840,nsw, 02  5570  3396 ,nhlhfkhmsh@yahoo.com,married-de-facto,2018-7-31t24:41+00:00,taxi-driver,7000.0,403c7945bbf2bc1f168c9c7161982333,12,2018-04-27t18:38+00:00
b142274483,edith,lue,thomasson,f,41,16/7/1977, 28  somers  street ,burwood,3125,vic, 03  1807  8064 ,thomasson44@gmail.com,separated,2018-7-31t02:28+00:00,art-media-professional,59800.0,f86b0fa2e4ca5a73de74e1f8bc2c8bb9,10,2006-12-26t08:37+00:00
a147331861,teresa,h,brown,f,31,2/1/1987, 147  the  wool  road , st    georges    basin ,2540,nsw, 02  8809  5869 ,brown.teresa@aol.com,divorced,2018-7-31t14:40+00:00,cleaner,6800.0,8e6183fac2d2301237484814a37f4af7,12,2018-05-08t16:32+00:00
g136161610,rachel,bracey,collins,f,23,16/10/1995, 16  goodwood  street ,richmond,3121,vic, 03  9491  3952 ,rachel.collins@gmail.com,married,2018-7-31t10:42+00:00,other-worker,24800.0,a5d5231fe55e9e19cf6a4cb2f44b9b4b,4,2018-01-02t11:33+00:00
b120372098,shanda,eyost,beene,f,30,11/6/1988, 8  westview  drive ,goonellabah,2480,nsw, 02  6912  8976 ,beene.shanda@gmail.com,divorced,2018-7-31t16:13+00:00,taxi-driver,6100.0,bb5c10c6b76551d9ecfe32663d81a761,7,2014-04-14t15:31+00:00
i126157969,richard,w,batten,m,25,10/4/1993, doornooh  crescent ,marrara,0812,nt, 08  3227  1417 ,richard93@gmail.com,married,2018-7-31t03:04+00:00,legislator,106800.0,4c848ba7e12020b763650d505738da87,6,2018-05-06t19:30+00:00
c123789616,takeshi,antoniomendoza,lask,m,24,18/12/1994, gapuwiyak  street ,gapuwiyak,0880,nt, 08  4979  4028 ,lask81@mail.com.au,divorced,2018-7-31t13:21+00:00,carer,40300.0,ba741a9a8482a3c857b42f0bb37be282,5,2018-01-07t13:56+00:00
e160924250,taureem,john,hambrick,m,32,21/2/1986, 11  launceston  street ,salisbury,4107,qld, 07  4283  4994 ,ctnnfmjjnm@yahoo.com,not-married,2018-7-31t04:04+00:00,ict-technician,91500.0,b04a74b2c754c6e4c1cdf10c00c96c07,13,2018-06-07t04:14+00:00
f118628337,james,dennis,griffin,m,27,6/2/1991, 30  baldwin  street , golden    beach ,4551,qld, 07  1988  8935 ,griffin.james@aol.com,married,2018-7-31t07:36+00:00,legal-professional,97800.0,8ea6098df3862c9cf345ea56a6e96545,7,2017-02-05t03:29+00:00
b128570401,omar,wayne,wise,m,37,5/3/1981, mayfield-lower  thule  road ,barham,2732,nsw, 02  0458  8776 ,sjedokoqqn@hotmail.com,married,2018-7-31t12:49+00:00,other-technician,118800.0,bdac574236884e099250d1efb99c6b0d,16,2016-12-02t19:54+00:00
d113460136,kimberly,mae,metts,f,31,16/4/1987, 4  elsey  street ,parap,0820,nt, 08  3688  1657 ,metts49@mail.com.au,separated,2018-7-31t15:27+00:00,taxi-driver,7000.0,5df1b6db902f5ed0a96648ba4a00c165,10,2016-08-08t08:12+00:00
c168248141,misty,wietzke,bai,f,27,2/9/1991, 12  tuffley  street , west    end ,4810,qld, 07  1705  5852 ,misty24@yahoo.com,not-married,2018-7-31t07:41+00:00,construction-labourer,5800.0,f8991998c6ca1b6c29bfa31b55f5e8d3,3,2013-11-27t16:52+00:00
e173856416,suzanne,angelina,Miss,f,65,28/5/1953, 16  ulverstone  street ,lyons,2606,act, 02  9248  3002 ,mhpmdjhcek@mail.com.au,not-married,2018-7-31t16:27+00:00,automotive-worker,41500.0,e3c8112e10fb9aa8d4971263d956234a,40,2012-09-09t17:29+00:00
f160514742,rodney,elmer,futch,m,34,9/5/1984, 17  allambee  street ,reid,2612,act, 02  5819  1593 ,futch.rodney@gmail.com,married,2018-7-31t16:44+00:00,other-worker,51000.0,877054907fc4378251e56895ed6745a4,15,2018-03-25t08:59+00:00
b116745091,andrew,,herbener,m,36,17/12/1982, 1  rygate  place , shoalhaven    heads ,2535,nsw, 02  3686  5486 ,,not-married,2018-7-31t01:28+00:00,casual-worker,6500.0,3f54225b6670d215a5ad7327d4f9bab1,17,2018-06-01t03:17+00:00
a160088105,robert,micah,norris,m,41,1/7/1977, palm  circuit  sienna  carvn  park , alice    springs ,0870,nt, 08  1219  8121 ,bmeqogqijr@mail.com.au,married,2018-7-31t22:02+00:00,construction-worker,89300.0,0b7497a02da8ff7a9a600f029dda570a,21,2017-09-04t18:31+00:00
c193511246,sandra,kay,baynor,f,39,8/12/1979, 18  allfield  road  woy    woy  2256  nsw ,,,, 02  4013  5556 ,sandra81@mail.com.au,not-married,2018-7-31t05:32+00:00,ict-technician,83700.0,4deb71fce09219b57f6a535babd040b9,20,2018-05-17t11:24+00:00
e144716398,ashley,sanson,beck,f,23,14/2/1995, 9  corinth  street ,howrah,7018,tas, 03  4548  7882 ,ashley.beck@mail.com,married-de-facto,2018-7-31t07:30+00:00,other-worker,21900.0,ac5bb4350edee555b46b098f28b3f6d0,4,2018-02-25t20:34+00:00
a113095059,steven,l,baber,m,28,9/5/1990, 171  magazine  road ,dilston,7252,tas, 03  1451  0832 ,klscqjpqpd@yahoo.com,not-married,2018-7-31t23:37+00:00,health-professional,101200.0,6c25c8a85b772e5a1ca2c59895d6b6d8,9,2018-06-09t06:38+00:00
d160265726,bonnie,adkins,blankenship,f,31,20/1/1987, 180  charles  street ,cranbrook,4814,qld, 07  8588  8040 ,blankenship50@mail.com,married,2018-7-31t13:06+00:00,education-professional,54200.0,5fcbb2f4213205bf1680dcad39166a72,12,2018-02-15t22:08+00:00
d114484023,doris,watson,neumann,f,25,1/12/1993, 3  samantha  place ,wangaratta,3677,vic, 03  2538  1932 ,doris72@gmail.com,not-married,2018-7-31t16:59+00:00,other-clerical-worker,11600.0,89613c736164bbfacd4326d6c616ca60,6,2018-02-12t07:07+00:00
g198586139,gloria,dawn,lee,f,30,2/7/1988, 5  howitt  street ,kingston,2604,act, 02  8938  3104 ,gloria27@yahoo.com,married,2018-7-31t08:54+00:00,ict-technician,57900.0,04bcc7f746b829ce1aecac7fb72f902a,11,2018-04-05t03:29+00:00
g100988866,ebony,parker,kelly,f,31,18/8/1987, woodlands  road , humpty    doo ,0836,nt, 08  3382  6681 ,pdqjephcll@aol.com,not-married,2018-7-31t01:23+00:00,other-technician,70800.0,449f30beb7413a5632d2e7d0c0c77287,10,2016-05-14t08:37+00:00
h131514824,griffin,mumeen,Mr,m,53,20/6/1965, 3  kerrie  close ,telarah,2320,nsw, 02  0850  9036 ,preston100@mail.com,not-married,2018-7-31t01:09+00:00,ict-technician,168000.0,12b064b54298e1278dc3273652241c90,34,2018-02-04t03:21+00:00
a105167733,alejandrina,k,sanders,f,21,30/3/1997, 10  crathern  close , edge    hill ,4870,qld, 07  5173  0703 ,aqtmoaegel@yahoo.com,not-married,2018-7-31t24:44+00:00,other-service-worker,11800.0,da4e68ddd81e2bbb9d099b60be133a3c,2,2018-02-05t02:31+00:00
f159061438,laura,charmaine,dotson,f,40,2/12/1978, 10  aston  court , burwood    east ,3151,vic, 03  1486  9553 ,laura.dotson@gmail.com,not-married,2018-7-31t16:38+00:00,carer,26700.0,15b9f29d7aeabbd44e8994cd734baa11,21,2018-01-27t24:13+00:00
i194551377,larry,terrell,Mr,m,64,31/1/1954, 22  lady  penrhyn  drive ,huntingfield,7055,tas, 03  8376  5041 ,larry86@gmail.com,not-married,2018-7-31t11:40+00:00,other-technician,159800.0,df86729912e3d3e004a07db889b0edc2,41,2014-07-20t21:09+00:00
d125685189,james,lee,daugherty,m,42,26/1/1976, 24  ewing  drive ,romsey,3434,vic, 03  2995  1876 ,daugherty56@mail.com.au,divorced,2018-7-31t11:13+00:00,ict-professional,135100.0,751a3c753d790bf5e9ec31f2e04bffc4,23,2018-01-23t12:02+00:00
i150595586,marette,lynn,howser,f,25,29/8/1993, darts  creek  road , mount    larcom ,4695,qld, 07  0441  5303 ,marette81@gmail.com,not-married,2018-7-31t22:22+00:00,carer,12900.0,b476a1dadc0e202daa8fc3ea37dd1038,6,2018-06-11t14:26+00:00
d162451843,malik,alden,waller,m,39,31/8/1979, 2  church  street ,cronulla,2230,nsw, 02  3158  4249 ,lioeqeqoih@gmail.com,married,2018-7-31t09:18+00:00,engineering-worker,75800.0,64abecce5983e16a479c0e95fc22838b,14,2012-09-16t18:03+00:00
c199957439,shauna,louthompson,Miss,f,32,9/10/1986, werombi  road ,werombi,2570,nsw, 02  0378  4550 ,dixon.shauna@mail.com,divorced,2018-7-31t13:10+00:00,other-worker,31100.0,ca39d56690b5b778d58d1bbf94fe7a80,12,2017-01-25t21:33+00:00
d121289567,bobby,conner,beers,m,44,22/8/1974, 48  helen  terrace , valley    view ,5093,sa, 08  9489  0063 ,bobby54@hotmail.com,married-de-facto,2018-7-31t17:38+00:00,clerical-worker,41900.0,27531e8e7fb9aea176454dcf6be9e9e8,22,2015-10-22t10:47+00:00
i180942095,milton,arthur,ellison,m,51,17/8/1967, 29  beach  street ,bicton,6157,wa, 08  9503  8909 ,milton.ellison@aol.com,not-married,2018-7-31t16:36+00:00,ict-technician,127000.0,076aefc1868aa1a7889383939bf5156c,32,2018-01-18t23:10+00:00
d177090599,kimberly,laverne,holmes,f,27,30/6/1991, 3  lucyanne  court , chapel    hill ,4069,qld, 07  7561  8792 ,kimberly92@yahoo.com,married,2018-7-31t15:45+00:00,engineering-worker,27400.0,7dc949783ebf7f81fb10970dfdfe51e9,8,2018-06-08t08:17+00:00
h189876574,bonnie,darlene,dasquez,f,26,16/3/1992, 30  sawpit  street , white    rock ,4868,qld, 07  7141  5691 ,dasquez56@mail.com.au,married,2018-7-31t13:35+00:00,education-professional,59200.0,28bf7f17554ca1a6e31a49c2e6a1ef2e,7,2018-03-25t05:12+00:00
f103105672,jeffrey,stephen,beamon,m,32,29/6/1986, 63  gifford  street ,nathalia,3638,vic, 03  2205  9294 ,dpdnttgtjs@hotmail.com,not-married,2018-7-31t24:35+00:00,carer,50500.0,fc1d84fb882143bca6363092fb7f5131,13,2018-04-20t05:38+00:00
d112503187,bruce,philip,eudy,m,34,12/3/1984, mcivor  street ,inverell,2360,nsw, 02  5137  5570 ,bruce84@aol.com,not-married,2018-7-31t07:23+00:00,factory-worker,12300.0,e40c704eed90a088904fb6a1b853554e,10,2013-10-13t06:45+00:00
g146560313,rosa,nixon,brabble,f,24,15/5/1994, 6  dooley  avenue  bass    hill  2197  nsw ,,,, 02  0980  3466 ,lgalqqkdii@yahoo.com,married,2018-7-31t01:43+00:00,legal-professional,50700.0,14f9ea7fc2e8f8b1901a550e5cf9f034,5,2018-06-24t13:56+00:00
g110982675,jeffrey,charles,insley,m,34,25/11/1984, 40  wellya  crescent ,yunderup,6208,wa, 08  2398  3545 ,jeffrey67@gmail.com,not-married,2018-7-31t20:30+00:00,ict-technician,88900.0,48d8669b7987547874ba265e0f88af70,15,2018-06-09t13:44+00:00
e196138561,ambra,alan,rathel,m,27,1/19/1991, 19  ambon  street ,wagaman,0810,nt, 08  2172  3707 ,ambra.rathel@aol.com,married-de-facto,2018-7-31t01:52+00:00,legislator,104700.0,bfb8c747d80375e16288bfdf74ef878c,8,2018-05-11t13:02+00:00
g108899192,mary,absher,anderson,f,27,8/7/1991, 288  myers  street  geelong    east  3219  vic ,,,, 03  1355  4684 ,mary.anderson@mail.com.au,not-married,2018-7-31t04:21+00:00,chief-executive,84400.0,aefec8abb4aee7542c1d8cd949da5080,8,2018-01-17t05:37+00:00
f190734767,jennie,taylor,allen,f,70,14/1/1948, 5  short  street ,wahgunyah,3687,vic, 03  8895  1231 ,jennie.allen@yahoo.com,divorced,2018-7-31t07:46+00:00,education-professional,83300.0,7ded3496cb2a43d7165c229b5de4182b,48,2015-03-14t23:25+00:00
h106096394,jason,lee,overby,m,21,10/9/1997, 75  charles  street ,gulliver,4812,qld, 07  2139  4071 ,repnkrlbjj@mail.com,divorced,2018-7-31t03:20+00:00,carer,32600.0,d75a645db818a032fd2c4a176ad8d293,2,2018-03-09t02:42+00:00
